Mean_Integrated,SD,EK,Skewness,Mean_DMSNR_Curve,SD_DMSNR_Curve,EK_DMSNR_Curve,Skewness_DMSNR_Curve,Class
140.5625,55.68378214,-0.234571412,-0.699648398,3.199832776,19.11042633,7.975531794,74.24222492,0.0
102.5078125,58.88243001,0.465318154,-0.515087909,1.677257525,14.86014572,10.57648674,133.862907387056,0.0
103.015625,42.225765924308774,0.5020430545827586,1.051164429,3.121237458,21.74466875,7.735822015,63.17190911,0.027274795405041186
136.75,57.17844874,-0.068414638,-0.636238369,3.642976589,20.9592803,6.89649891,53.59366067,0.0
93.18226139786859,40.67222541,0.600866079,1.123491692,1.178929766,11.4687196,14.26957284,252.5673058,0.0
93.5703125,46.69811352,0.53190485,0.416721117,1.636287625,14.54507425,10.6217484,131.3940043,0.0
119.484375,48.76505927,0.03146022,-0.112167573,0.99916388,9.279612239,19.20623018,479.7565669,0.0
130.3828125,39.84405561,-0.158322759,0.389540448,1.220735786,14.37894124,13.53945602,198.2364565,-0.013445949865254644
106.45206225321466,52.62707834,0.452688025,0.170347382,2.331939799,14.48685311,9.001004441,107.9725056,0.0
101.14848222580675,39.49648839,0.465881961,1.162877124,4.079431438,24.98041798,7.397079948,57.78473789,0.0
142.078125,45.28807262,-0.320328426,0.283952506,5.376254181,29.00989748,6.076265849,37.83139335,0.0
133.2578125,44.05824378,-0.081059862,0.115361506,1.632107023,12.00780568,11.97206663,195.5434476,0.0
134.9609375,49.55432662,-0.135303833,-0.080469602,10.69648829,41.34204361,3.893934139,14.13120625,0.0
117.9453125,45.50657724,0.325437564,0.661459458,2.836120401,23.11834971,8.943211912,82.47559187,0.0
138.1796875,51.5244835,-0.031852329,0.046797173,6.330267559,31.57634673,5.155939859,26.14331017,0.0
114.3671875,51.94571552,0.17866069822510866,-0.287984087,2.6299621103124036,17.19189079,9.050612454,96.61190318,0.0
109.640625,49.01765217,0.13763583,-0.256699775,1.508361204,12.07290134,13.36792556,223.4384192,0.0
109.97439855358188,51.74352161,0.393836792,-0.011240741,2.841137124,21.63577754,8.302241891,71.58436903,0.015728756442930453
136.09375,51.69100464,-0.045908926,-0.271816393,9.342809365,38.09639955,4.345438138,18.67364854,0.0
99.3671875,41.57220208,1.8445671012902096,4.154106043,27.55518395,61.71901588,2.20880796,3.662680136,1.0
100.890625,51.89039446,0.627486528,0.32665547018255436,3.883779264,23.04526673,6.953167635,53.47716143611143,0.0
105.4453125,41.13996851,0.142653801,0.320419676,3.551839465,20.75501684,7.739552295,68.51977061,0.0
95.8671875,42.05992212,0.326386917,0.803501794,1.83277592,12.24896949,11.249331,177.2307712,0.0
117.2878288744988,53.90861351,0.257953441,-0.3951271553865192,6.018394649,24.76612335,4.807783224,25.52261561,0.0
106.6484375,56.36718209,0.378355072,-0.266371607,2.43645485,18.40537062,9.378659682,96.86022536,0.0
112.71875,50.3012701,0.279390953,-0.129010712,8.281772575,37.81001224,4.691826852,21.27620977,0.0
130.8515625,52.43285734,0.142596727,0.018885442,2.64632107,15.65443599,9.464164025,115.6731586,0.0
119.4375,52.87481531,-0.002549267,-0.3578915839149883,2.365384615,15.961841150633719,9.008351898,94.75565692,0.0
123.2109375,51.07801208,0.179376819,-0.17728516,2.107023411,16.92177312,10.08033334,112.5585913,0.0
114.10999675899104,49.69235371,0.230438984,0.193325371,1.489130435,16.00441146,12.64653474,171.8329021,0.0
110.109375,41.31816988,0.094860398,0.68311261,1.010033445,13.02627521,14.66651082,231.2041363,0.0
99.9140625,43.91949797,0.475728501,0.781486196,0.619565217,9.440975862,20.323151644544748,475.680218,0.0
128.34375,52.17210664,-0.049280401,-0.208256987,2.173913043,12.9939472,9.965757364,141.5100843,0.0
142.0546875,53.87315957,-0.470772686,-0.125946417,4.423076923,27.08351266,6.758377722126932,45.94403008,0.0
121.1328125,47.98390815500855,0.177360308,0.024918111,2.151337793,20.55243738,9.920468181,99.74707919,0.0
102.328125,48.98040255,0.315729409,-0.202183315,1.898829431,13.83904002,11.61993869,172.1303732,0.0
147.8359375,53.62263651,-0.131079596,-0.288851172,2.692307692,17.08088101,8.849177975,92.20174502,0.0
108.0390625,34.91024257,0.321156562,1.821631493,3.899665552,23.72205203,7.506209958,60.88691267,0.0
107.875,37.33065932,0.49600476,1.481815856,1.173913043,12.01691346,14.53428973,252.6947381,0.0
118.84375,45.9319193,0.214236951700627,0.137683548,2.33277592,14.71602871,9.634175054,118.6696797,0.002059468190777153
138.4609375,48.91716569,-0.007452046140668023,-0.176243068,2.6517025320423446,18.3133067,8.672894053,83.06924213,0.0
116.203125,47.34586165,0.211946824,-0.022177703,3.606187291,18.94498977,7.152432128356133,59.23122572,0.0
120.5546875,45.54990543,0.282923998,0.419908714,2.8652956828691725,13.07903424,13.00376897024277,212.5970294,1.0
121.8828125,53.04267461,0.16507113327902878,-0.282219034,2.116220736,16.58087621,8.947602793,91.01176155,-0.001586714731307115
125.2109375,51.17519729,0.139851288,-0.385736754,1.147993311,11.979508515845167,13.850448502284767,228.1315536,0.0
107.90625,48.08414459,0.460846577,0.29651005,2.3213058150014128,13.84106954,9.969395408,128.7447168,0.0
106.28125,43.02178545,0.408868006,1.032014666,1.610367893,17.25115554,12.11019331,144.75667192848033,0.0
106.3359375,45.05002035,0.418645099,0.603995884,1.200668896,12.38856143,13.30645184,209.41199,0.0
125.734375,52.65772207,0.026516673,-0.429632907,4.850334448,29.93619483,6.361837308,40.25501275,0.0
113.546875,49.50029346,0.130001201,-0.202839025,2.407190635,14.42205142,9.310343318,113.6874714,0.0
134.0390625,51.80045885,-0.195844789,-0.18602717422767623,1.107859532,13.23858397,13.77580037,208.4202575,0.0
105.1171875,45.09202762,0.464847891,0.878058377,4.283444816,23.96731526,6.562543005,46.66728734,0.0
95.328125,44.66789069,0.386495074,0.755115427,2.694816054,17.9985973,8.951205032950957,97.80243629,0.0
119.3359375,47.506953,0.220316758,0.645717725,0.79264214,9.540907141,18.76653977,441.5133427,0.0
136.1875,51.95291588,-0.070431774,-0.482219687,0.7130967685233269,9.677531027,18.73655411,431.3904454,0.0
112.859375,55.10625168,0.174766173,-0.404019163,3.2568106463592663,19.69431374,7.266252257,58.03777067,0.0
108.625,52.74614915,0.453556415,0.069731528,2.197571214793152,16.18365586,9.780440566,110.2363701963554,0.0
108.15956430763912,49.2214161,0.3335401689445421,0.289792216,1.081103679,13.48209307,14.25608113,216.8362204,0.0
141.96875,50.47089779,0.244974491,-0.342664657,2.823578595,16.23818776,8.207743613,85.53258352,0.0
136.5,49.9327673,0.044623267,-0.374311456,1.555183946,12.81353792,13.31433912,214.813089,0.0
83.6796875,36.37928102,0.572531753,2.66461052,4.0409699,23.16912864,7.006681423,53.51400467,0.0
27.765625,28.66604164,5.770087392,37.4190088,73.11287625,62.07021971,1.268206006,1.082920221,1.0
135.859375,51.93727202,0.065768774,-0.366114187,20.77424749,52.77264803,2.730908619,6.607439551,0.01015758982504568
112.09375,46.79423535871516,0.418565459,0.350156301,2.204013378,17.37868175,9.520551079,100.7875964,0.0
126.8671875,53.1293191,0.13633915,-0.588709439,1.149665552,13.96514443,13.23049959,186.2685104,0.0
117.5390625,47.73296528,0.173139263,-0.05911096897898949,1.060200669,14.28934355,14.321320708709376,208.2780851,0.0
143.0859375,48.97646792182199,-0.03669267648052932,-0.153332697,3.50354691585801,21.28808157,7.337117054,59.16844081,0.0
101.296875,39.43395574,0.390053688,1.551969375,4.925585284,26.32242163,6.086053659,39.11620774,0.0
119.8984375,53.82550508,0.143378486,-0.528427658,4.04180602,24.57913147,6.581293412,44.89951492,0.0
123.125,50.33124651,-0.087091427,0.087932382,1.280936455,9.975678849484616,14.63669101,288.668932,0.0
102.046875,48.3299335071753,0.45222638,0.272447732,2.37541806,13.9284014,9.127499454,116.0232222,0.0
127.38819557784497,53.14305702,0.012830273,-0.378955989,2.932274247,17.9297569,8.289888515,81.34651657,0.0
128.515625,54.94585181,-0.012552759,-0.658278628,2.5835591296737963,17.75294666,8.913745414,94.08210337,0.0
128.15625,46.89690113,-0.179233074,-0.005819915,4.193979933,22.25815766,6.451755484,46.48663173,0.0
