Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
,20.0,,80.0,9600.0,,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,,,6.0,8.0,1976.0,1976.0,Gable,,MetalSd,MetalSd,None,,TA,TA,CBlock,,TA,,ALQ,978.0,Unf,0.0,284.0,,GasA,Ex,Y,,1262.0,,,1262.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,,,1.0,TA,,,RFn,2.0,460.0,TA,TA,Y,298.0,0.0,,0.0,0.0,,0.0,5.0,2007.0,WD,Normal,181500.0
3.0,60.0,,,11250.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,,Norm,1Fam,2Story,,5.0,2001.0,,Gable,,VinylSd,VinylSd,BrkFace,162.0,Gd,TA,PConc,,TA,,GLQ,486.0,Unf,,434.0,920.0,GasA,Ex,,SBrkr,920.0,866.0,0.0,1786.0,1.0,,2.0,,3.0,1.0,Gd,6.0,Typ,1.0,TA,,,RFn,2.0,,TA,TA,Y,,42.0,0.0,0.0,,,0.0,9.0,2008.0,WD,,223500.0
,,,,9550.0,Pave,,Lvl,AllPub,Corner,Gtl,Crawfor,,Norm,1Fam,,,,,1970.0,Gable,,Wd Sdng,Wd Shng,None,,,TA,BrkTil,TA,Gd,No,ALQ,216.0,Unf,0.0,540.0,756.0,,Gd,Y,SBrkr,961.0,756.0,0.0,1717.0,1.0,0.0,1.0,0.0,,1.0,Gd,7.0,Typ,1.0,Gd,Detchd,1998.0,Unf,,642.0,,,,0.0,,272.0,0.0,0.0,0.0,0.0,2.0,2006.0,WD,Abnorml,140000.0
5.0,,RL,84.0,14260.0,,,,AllPub,,Gtl,NoRidge,,Norm,1Fam,2Story,8.0,5.0,2000.0,2000.0,Gable,,VinylSd,,,350.0,Gd,TA,PConc,Gd,TA,Av,GLQ,655.0,Unf,0.0,,1145.0,GasA,Ex,Y,SBrkr,1145.0,,0.0,2198.0,1.0,,2.0,1.0,4.0,1.0,,,Typ,1.0,TA,Attchd,2000.0,RFn,3.0,836.0,TA,TA,Y,192.0,84.0,0.0,0.0,0.0,0.0,0.0,12.0,,,Normal,
7.0,20.0,RL,75.0,10084.0,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,,,1Fam,,8.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Stone,,Gd,TA,PConc,Ex,TA,Av,GLQ,1369.0,Unf,,317.0,1686.0,GasA,,Y,,1694.0,0.0,0.0,1694.0,1.0,0.0,2.0,,,1.0,Gd,7.0,,,Gd,Attchd,2004.0,RFn,,636.0,TA,,Y,255.0,,,0.0,0.0,,0.0,8.0,2007.0,WD,Normal,
9.0,50.0,RM,51.0,6120.0,Pave,Reg,Lvl,AllPub,Inside,,OldTown,Artery,,1Fam,1.5Fin,7.0,5.0,1931.0,1950.0,,,BrkFace,Wd Shng,None,0.0,,TA,BrkTil,TA,,No,,,Unf,0.0,952.0,952.0,GasA,Gd,Y,FuseF,1022.0,752.0,0.0,1774.0,0.0,,2.0,0.0,2.0,,TA,8.0,Min1,2.0,TA,,1931.0,Unf,2.0,468.0,,TA,,,0.0,205.0,0.0,0.0,0.0,0.0,,,WD,Abnorml,
10.0,,,50.0,7420.0,Pave,Reg,,AllPub,,Gtl,BrkSide,Artery,Artery,,1.5Unf,,6.0,,1950.0,Gable,CompShg,MetalSd,,None,0.0,TA,TA,BrkTil,,TA,,GLQ,851.0,Unf,0.0,,991.0,,Ex,Y,SBrkr,,0.0,0.0,1077.0,1.0,0.0,1.0,0.0,2.0,,TA,5.0,Typ,2.0,TA,Attchd,1939.0,RFn,,205.0,Gd,TA,Y,,4.0,0.0,0.0,0.0,,0.0,,2008.0,,,
,,RL,,11924.0,,,Lvl,AllPub,Inside,Gtl,,Norm,Norm,,2Story,,,2005.0,,,CompShg,WdShing,,,,Ex,TA,PConc,Ex,TA,,GLQ,998.0,Unf,,177.0,1175.0,GasA,Ex,Y,SBrkr,,1142.0,,,1.0,0.0,3.0,0.0,4.0,,Ex,11.0,,2.0,Gd,,2005.0,Fin,3.0,736.0,,TA,,147.0,21.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,New,Partial,345000.0
14.0,20.0,RL,91.0,10652.0,,,,,Inside,Gtl,CollgCr,Norm,Norm,1Fam,,,,2006.0,,,CompShg,VinylSd,VinylSd,,306.0,Gd,,PConc,Gd,TA,,,0.0,Unf,,1494.0,1494.0,GasA,Ex,,,,,0.0,,0.0,,2.0,0.0,3.0,1.0,,7.0,Typ,1.0,,Attchd,2006.0,RFn,,840.0,TA,,Y,160.0,,0.0,0.0,0.0,0.0,0.0,,2007.0,New,Partial,279500.0
21.0,60.0,RL,101.0,14215.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,,Norm,,,2Story,8.0,,2005.0,2006.0,Gable,CompShg,VinylSd,,BrkFace,380.0,Gd,TA,,Ex,TA,Av,,0.0,Unf,,1158.0,,GasA,Ex,Y,SBrkr,,,0.0,2376.0,0.0,0.0,3.0,,4.0,,,9.0,,1.0,Gd,BuiltIn,,RFn,3.0,853.0,TA,TA,Y,240.0,154.0,0.0,0.0,0.0,,0.0,,2006.0,New,Partial,325300.0
