age,workclass,observation-weight,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
62.0, Self-emp-not-inc,26911.0, 7th-8th,4.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,66.0, United-States, <=50K
18.0, Private,208103.0, 11th,7.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,25.0, United-States, <=50K
25.0, Private,102476.0, Bachelors,13.0, Never-married, Farming-fishing,, White, Male,27828.0,0.0,50.0, United-States, >50K
33.0, Private,511517.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,, 11th,, Never-married, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
, Private,167893.0,,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,64.0, United-States, >50K
43.0, Private,334946.0,,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
, Local-gov,154940.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States, >50K
29.0, Private,164040.0, HS-grad,, Married-civ-spouse,, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,60331.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
19.0, Self-emp-not-inc,73514.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0.0,0.0,30.0, United-States, <=50K
31.0, Private,128567.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
59.0, Private,160362.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
33.0, Federal-gov,188246.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,78247.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
41.0, Private,221947.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1887.0,50.0, United-States, >50K
54.0, Self-emp-inc,99185.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, ?, >50K
35.0, Private,112264.0, HS-grad,, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
, Self-emp-not-inc,343061.0, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, Cuba, <=50K
30.0, Private,177596.0, Some-college,10.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,36.0, United-States, <=50K
47.0, Private,121124.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,15024.0,0.0,50.0, United-States, >50K
, Federal-gov,423064.0, HS-grad,9.0, Separated, Adm-clerical, Other-relative, White, Male,0.0,0.0,35.0, United-States, <=50K
33.0, Private,63079.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
23.0, Private,197387.0, 5th-6th,3.0, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0.0,0.0,, Mexico, <=50K
21.0, Private,148211.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
35.0, Private,197365.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,33865.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,48.0, United-States, <=50K
38.0, Private,115215.0, 10th,6.0, Separated, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
59.0, Private,131869.0, HS-grad,, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K
53.0, ?,135105.0, Bachelors,13.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
27.0, Private,44767.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,25429.0, 12th,8.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K
31.0, Private,283268.0, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, White, Female,0.0,0.0,, United-States, <=50K
37.0, Private,291981.0, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Private,178319.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,50.0, United-States, >50K
27.0, Private,,,13.0,, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K
22.0, ?,110622.0, Bachelors,13.0, Never-married, ?, Own-child, White, Female,0.0,0.0,15.0, Taiwan, <=50K
33.0, Self-emp-not-inc,103860.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
36.0, Private,33983.0, Assoc-voc,11.0, Never-married,, Not-in-family, White, Male,0.0,0.0,42.0, United-States, <=50K
33.0, Local-gov,256529.0, HS-grad,,, Other-service, Own-child, White, Female,0.0,0.0,80.0, United-States, <=50K
60.0, Private,, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,65.0, United-States, >50K
43.0, Private,52498.0, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,, United-States, <=50K
34.0, Self-emp-not-inc,313729.0, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
39.0, Private,65027.0, Some-college,10.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,43.0, United-States, <=50K
48.0, State-gov,122066.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,35.0, United-States, >50K
57.0, Private,167864.0, Assoc-voc,11.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
59.0, Private,380357.0, Bachelors,13.0, Divorced,, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,188669.0,,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States, <=50K
64.0, State-gov,105748.0, HS-grad,, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Private,330470.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,30.0, United-States, <=50K
48.0, Private,131309.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,, United-States, >50K
28.0, Private,31801.0, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,60.0, United-States, <=50K
43.0, Private,156771.0, 10th,6.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,386136.0, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
41.0, Private,96741.0, Assoc-acdm,, Divorced, Sales, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,113163.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,50.0, United-States, <=50K
49.0, Private,191277.0,,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Federal-gov,44257.0,,13.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,60.0, United-States, >50K
40.0, Private,238329.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,45.0, United-States, <=50K
49.0, Private,149049.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,14344.0,0.0,45.0, United-States, >50K
33.0, Private,111985.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,58.0, United-States, <=50K
61.0, Local-gov,, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, White, Female,1471.0,0.0,35.0, United-States, <=50K
43.0, Private,117158.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
64.0, Self-emp-not-inc,149698.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
19.0, Private,28790.0,,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
, Self-emp-not-inc,83242.0, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
48.0, Private,123075.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
34.0, Private,49469.0, Bachelors,13.0, Never-married, Sales,, White, Male,99999.0,0.0,50.0, United-States, >50K
61.0, Private,202202.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
47.0, Private,107460.0, HS-grad,9.0, Separated, Exec-managerial,, White, Female,0.0,0.0,37.0, United-States, <=50K
38.0, Private,252250.0, 11th,7.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,65.0, United-States, <=50K
56.0, Private,119859.0, Some-college,10.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K
54.0,,93449.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, India, >50K
24.0, Private,,,14.0,, Prof-specialty, Wife, White, Female,0.0,0.0,35.0, United-States, >50K
31.0, Private,197252.0, 7th-8th,4.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
33.0, Private,173858.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0.0,0.0,, India, <=50K
26.0, Private,49092.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
58.0, Self-emp-not-inc,165695.0, HS-grad,9.0, Divorced, Exec-managerial,, White, Male,0.0,0.0,70.0, United-States, <=50K
60.0, Federal-gov,67320.0,,9.0,, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
24.0, Private,155913.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States, <=50K
31.0, State-gov,63704.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,263307.0, Bachelors,13.0, Never-married, Sales, Unmarried, Black, Male,0.0,0.0,45.0, ?, <=50K
19.0, Private,93518.0, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K
36.0, Private,, Assoc-acdm,12.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
51.0, Self-emp-not-inc,134447.0, HS-grad,, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,70.0, United-States, <=50K
39.0, Private,, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,325573.0, HS-grad,9.0,, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,150533.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,2829.0,0.0,, United-States, <=50K
46.0, Private,190487.0, HS-grad,9.0, Divorced, Priv-house-serv, Unmarried, White, Female,0.0,0.0,28.0, Ecuador, <=50K
33.0, Private,, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
64.0, Private,151540.0, 11th,7.0, Widowed, Tech-support, Unmarried, White, Female,0.0,0.0,16.0, United-States, <=50K
19.0, Private,127190.0,,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,15.0, United-States, <=50K
35.0, Private,342768.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
, Private,441591.0, Bachelors,13.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
, State-gov,76767.0,,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,39.0, United-States, >50K
64.0, ?,200017.0, HS-grad,9.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
19.0, ?,192773.0, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
75.0, ?,164849.0, 9th,5.0, Married-civ-spouse, ?, Husband, Black, Male,1409.0,0.0,5.0, United-States, <=50K
28.0, Private,154863.0,,13.0, Never-married,, Own-child, Black, Male,0.0,0.0,, United-States, <=50K
36.0, Self-emp-not-inc,27053.0, HS-grad,9.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
, Private,, Assoc-acdm,12.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
45.0, Self-emp-not-inc,43434.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
, Local-gov,120064.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States, <=50K
34.0, Self-emp-not-inc,226296.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,51.0, United-States, <=50K
38.0, Private,179488.0, Assoc-acdm,12.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, Private,171409.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
48.0, Self-emp-inc,, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
48.0, Private,117849.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
, Private,26915.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
, Private,178551.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,179720.0, HS-grad,, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,30.0, United-States, <=50K
33.0, Private,133278.0,,9.0, Never-married, Adm-clerical, Own-child, White,,0.0,0.0,, United-States, <=50K
41.0, Private,67339.0, 11th,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7688.0,0.0,40.0, United-States, >50K
32.0, Self-emp-not-inc,190290.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, Italy, <=50K
33.0, Private,96245.0, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
57.0, State-gov,290661.0, Doctorate,16.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,60.0, United-States, >50K
27.0, Private,51025.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,283122.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
38.0, ?,177273.0, HS-grad,, Married-civ-spouse, ?, Husband, White, Female,0.0,0.0,35.0, United-States, <=50K
34.0, Self-emp-inc,154227.0, Some-college,10.0, Never-married,, Not-in-family, White, Male,0.0,0.0,75.0, United-States, <=50K
45.0, Private,289468.0, 11th,7.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,354739.0,,11.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,36.0, Philippines, >50K
24.0, Private,210029.0, HS-grad,9.0,, Adm-clerical, Not-in-family, White, Female,0.0,2001.0,37.0, United-States, <=50K
, Private,108505.0, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K
33.0, Private,,,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
47.0, Private,170846.0, Assoc-acdm,, Married-civ-spouse, Adm-clerical, Husband, White, Female,0.0,0.0,40.0, Italy, >50K
31.0, Private,215297.0,,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,, United-States, <=50K
35.0, Private,170617.0, HS-grad,9.0, Never-married, Machine-op-inspct,, Black, Female,0.0,0.0,48.0, United-States, <=50K
19.0, Private,, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K
32.0, Private,194987.0, HS-grad,9.0,, Adm-clerical, Wife, Black, Female,0.0,0.0,40.0, United-States, <=50K
36.0, Private,217077.0,,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
24.0, Private,123160.0, Masters,, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0.0,0.0,10.0, China, <=50K
27.0, Private,107458.0, Bachelors,13.0,, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
68.0, Local-gov,31725.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,188774.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,2824.0,40.0, United-States, >50K
35.0, Private,172475.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,2977.0,0.0,45.0, United-States, <=50K
26.0, Private,343506.0, HS-grad,9.0, Never-married,, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
65.0, Self-emp-not-inc,226215.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,15.0, United-States, <=50K
44.0, Private,81853.0, HS-grad,, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States, <=50K
55.0, Self-emp-not-inc,100569.0, HS-grad,, Separated, Farming-fishing, Unmarried, White, Female,0.0,0.0,55.0, United-States, <=50K
, Private,230408.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, Black,,0.0,0.0,, United-States, <=50K
38.0, Self-emp-not-inc,342635.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,70.0, United-States, <=50K
27.0, Private,, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,4865.0,0.0,36.0, United-States, <=50K
53.0, Self-emp-not-inc,257126.0, 12th,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
, Private,174704.0,,9.0, Divorced, Sales, Unmarried, Black,,0.0,0.0,50.0, United-States, <=50K
42.0, Private,228456.0, Bachelors,13.0, Separated, Other-service, Other-relative, Black, Male,0.0,0.0,50.0, United-States, <=50K
