credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1.0,all_other,0.1189,49.75,10.82972862,16.87,687.0,2314.958333,962.0,64.1,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1221,84.12,10.20359214,10.0,707.0,2730.041667,5630.0,23.0,1.0,0.0,0.0,0.0
,debt_consolidation,0.1695,712.54,11.91839057,13.61,672.0,4830.041667,16473.0,94.1,2.0,2.0,0.0,0.0
1.0,,0.1739,286.78,11.18996158,19.59,667.0,,19892.0,67.0,1.0,0.0,1.0,0.0
0.0,credit_card,0.1312,202.51,9.392661929,4.4,657.0,898.9583333,5251.0,49.3,9.0,0.0,0.0,0.0
,debt_consolidation,0.1183,,10.6454249,14.46,697.0,3090.041667,6297.0,76.8,1.0,0.0,0.0,0.0
1.0,debt_consolidation,0.0838,189.08,10.60905725,12.5,727.0,2550.0,7386.0,42.4,0.0,0.0,0.0,
0.0,home_improvement,0.0932,,11.51292546,10.78,737.0,2310.041667,116648.0,15.6,1.0,0.0,0.0,0.0
1.0,,0.1565,699.73,,3.6,722.0,5657.958333,16930.0,22.6,0.0,0.0,0.0,1.0
1.0,debt_consolidation,0.0963,449.32,11.15016059,14.57,,15119.95833,14992.0,34.6,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1347,644.53,11.71993963,4.64,762.0,5829.0,7888.0,7.5,1.0,0.0,0.0,0.0
1.0,credit_card,0.0894,317.72,11.38509209,15.35,732.0,7020.041667,19490.0,56.5,,0.0,0.0,0.0
1.0,home_improvement,0.1565,279.89,11.00209984,16.72,717.0,2550.0,16951.0,99.7,0.0,0.0,0.0,0.0
1.0,major_purchase,0.1189,165.82,10.77895629,18.13,722.0,3150.0,,42.3,2.0,0.0,,0.0
1.0,,0.0932,319.47,10.9331784,12.62,777.0,,798.0,4.9,0.0,0.0,0.0,0.0
1.0,major_purchase,,171.92,10.08580911,13.5,692.0,2640.0,,,1.0,0.0,0.0,0.0
1.0,small_business,0.1261,,11.69524702,5.76,697.0,,,62.8,3.0,0.0,0.0,1.0
0.0,debt_consolidation,0.1114,32.81,10.97934285,14.62,,3330.041667,5684.0,26.2,4.0,0.0,0.0,0.0
