age,workclass,observation-weight,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
39.0,,77516.0,,13.0,Never-married,Adm-clerical,Not-in-family,White,,2174.0,0.0,,United-States,
50.0,,,Bachelors,13.0,Married-civ-spouse,Exec-managerial,,White,,0.0,0.0,,United-States,<=50K
,Private,,HS-grad,9.0,Divorced,,,White,,0.0,0.0,,United-States,<=50K
,Private,234721.0,,7.0,,Handlers-cleaners,,White,Male,0.0,0.0,,United-States,<=50K
28.0,,,Bachelors,13.0,Married-civ-spouse,,Wife,Black,Female,,0.0,40.0,Cuba,<=50K
37.0,,284582.0,,,Married-civ-spouse,,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
49.0,Private,160187.0,9th,5.0,,Other-service,Not-in-family,Black,Female,,,16.0,Jamaica,<=50K
52.0,,209642.0,HS-grad,,Married-civ-spouse,,Husband,White,,0.0,0.0,,United-States,
31.0,Private,45781.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,,14084.0,0.0,,United-States,
42.0,Private,159449.0,Bachelors,13.0,,Exec-managerial,Husband,,,5178.0,,40.0,,>50K
,,280464.0,,,Married-civ-spouse,Exec-managerial,Husband,Black,,0.0,0.0,80.0,United-States,
,,,,,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,,,,,,
23.0,Private,,Bachelors,,,,Own-child,White,Female,,0.0,,United-States,
,,,,12.0,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,50.0,United-States,<=50K
,Private,,,4.0,Married-civ-spouse,Transport-moving,Husband,,Male,0.0,,45.0,,
25.0,,,,,,Farming-fishing,,White,,0.0,0.0,35.0,United-States,<=50K
,Private,186824.0,,9.0,,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,,United-States,<=50K
38.0,,,11th,,,Sales,Husband,,Male,,,,,<=50K
,,,Masters,14.0,,Exec-managerial,,White,,0.0,0.0,45.0,United-States,
40.0,,193524.0,,,Married-civ-spouse,,,,Male,0.0,,60.0,,>50K
54.0,,302146.0,,9.0,Separated,,,Black,Female,0.0,0.0,,United-States,
,Federal-gov,76845.0,,,Married-civ-spouse,Farming-fishing,Husband,Black,,0.0,0.0,,United-States,
,,117037.0,,7.0,,Transport-moving,,White,Male,0.0,0.0,40.0,United-States,
59.0,,109015.0,HS-grad,,,,,White,Female,0.0,0.0,40.0,United-States,
56.0,Local-gov,,,13.0,Married-civ-spouse,,Husband,,Male,,0.0,40.0,,>50K
,Private,168294.0,HS-grad,,,,Own-child,,,0.0,,,,<=50K
39.0,Private,,,,Divorced,Exec-managerial,,,,,0.0,,,<=50K
49.0,,193366.0,,,Married-civ-spouse,,,White,Male,0.0,0.0,40.0,United-States,<=50K
,,190709.0,,,,,Not-in-family,,Male,,,,,<=50K
,,,Some-college,10.0,Never-married,,Own-child,Black,Male,,0.0,,,<=50K
45.0,Private,386940.0,,,Divorced,,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
,Federal-gov,,Some-college,,Married-civ-spouse,,,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,,311512.0,,,,Other-service,Husband,Black,Male,0.0,0.0,,United-States,
48.0,,,11th,7.0,Never-married,Machine-op-inspct,,,Male,,,,Puerto-Rico,
,,,,10.0,,Machine-op-inspct,Own-child,White,Male,0.0,0.0,,United-States,
,Private,544091.0,,9.0,,Adm-clerical,Wife,,Female,,,,,
48.0,,265477.0,,12.0,,Prof-specialty,,,Male,,0.0,40.0,,<=50K
31.0,,507875.0,,5.0,,,,White,,0.0,0.0,,United-States,<=50K
53.0,,,Bachelors,,,,,White,,0.0,0.0,40.0,United-States,<=50K
24.0,Private,,Bachelors,13.0,,,,White,Male,0.0,0.0,50.0,United-States,
