age,workclass,observation-weight,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
39.0, State-gov,,,13.0,,,, White, Male,,,,, <=50K
50.0, Self-emp-not-inc,, Bachelors,, Married-civ-spouse, Exec-managerial,,, Male,,,,,
38.0, Private,,,,,, Not-in-family, White, Male,0.0,,40.0,, <=50K
, Private,234721.0, 11th,, Married-civ-spouse,,, Black,,,0.0,, United-States, <=50K
28.0,,, Bachelors,,,,, Black, Female,0.0,,,,
,,,,14.0,, Exec-managerial,,, Female,0.0,0.0,40.0,, <=50K
, Private,,,5.0,,,, Black,,,0.0,,, <=50K
52.0,,209642.0,,9.0, Married-civ-spouse, Exec-managerial,, White, Male,,0.0,, United-States,
31.0,,45781.0, Masters,14.0,,, Not-in-family, White,,14084.0,0.0,,,
,,159449.0,,13.0, Married-civ-spouse,, Husband, White,,5178.0,0.0,40.0, United-States,
37.0, Private,280464.0,,, Married-civ-spouse,,, Black, Male,,0.0,80.0,,
, State-gov,, Bachelors,13.0,, Prof-specialty,,,,0.0,0.0,,, >50K
,,, Bachelors,,, Adm-clerical, Own-child,, Female,,0.0,, United-States, <=50K
32.0, Private,, Assoc-acdm,, Never-married, Sales,,, Male,,,,,
,,121772.0,,11.0,,,,, Male,0.0,,40.0,,
34.0,,,,,,,, Amer-Indian-Eskimo, Male,0.0,,,, <=50K
,,176756.0, HS-grad,, Never-married, Farming-fishing,,,,0.0,,, United-States,
,,, HS-grad,9.0, Never-married,, Unmarried,,,0.0,0.0,, United-States,
,,, 11th,,, Sales,,, Male,,,50.0,,
43.0,,, Masters,,,, Unmarried, White,,0.0,0.0,, United-States, >50K
40.0, Private,193524.0,,16.0, Married-civ-spouse,, Husband, White,,,0.0,, United-States, >50K
,,, HS-grad,, Separated, Other-service, Unmarried,,,,,, United-States,
,,76845.0,,5.0,,, Husband,, Male,,,40.0, United-States, <=50K
43.0,,, 11th,,,, Husband, White, Male,0.0,2042.0,40.0,,
,,109015.0, HS-grad,,,,,, Female,,0.0,,, <=50K
,,216851.0, Bachelors,, Married-civ-spouse,,, White,,,0.0,, United-States, >50K
, Private,168294.0,,,,, Own-child,, Male,,0.0,40.0,, <=50K
,,180211.0,,,,,,, Male,0.0,0.0,, South,
, Private,,,9.0,,,, White,,0.0,,80.0, United-States,
, Private,193366.0, HS-grad,,,,,,,0.0,0.0,40.0, United-States, <=50K
23.0, Local-gov,190709.0,,12.0,, Protective-serv,, White, Male,0.0,,52.0, United-States, <=50K
20.0,,266015.0, Some-college,, Never-married,,,, Male,,,, United-States, <=50K
