age,workclass,observation-weight,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
,,,HS-grad,,Married-civ-spouse,,,,Male,,,,,
40.0,Private,,,,Divorced,Craft-repair,Not-in-family,White,Male,0.0,,,United-States,<=50K
23.0,,240398.0,Bachelors,,,Sales,,Black,Male,,,,United-States,<=50K
47.0,,,HS-grad,9.0,Married-civ-spouse,Adm-clerical,,White,Female,,,,United-States,
,,191814.0,,,,Sales,Husband,White,,,0.0,50.0,United-States,>50K
,,34788.0,Some-college,,,,,White,,0.0,,,United-States,>50K
,,,,,,Prof-specialty,Husband,White,Male,,,60.0,United-States,>50K
37.0,,,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,,60.0,United-States,>50K
52.0,Private,217663.0,HS-grad,9.0,Married-civ-spouse,,,White,Male,,,45.0,United-States,
18.0,,218889.0,9th,,Never-married,Other-service,,,,0.0,0.0,,,
24.0,,,Assoc-voc,11.0,,Sales,,,Female,0.0,,40.0,United-States,<=50K
38.0,Private,255941.0,,14.0,Never-married,Exec-managerial,Not-in-family,White,,10520.0,,,,>50K
,,,Some-college,,,,Not-in-family,Black,Female,0.0,0.0,,United-States,<=50K
36.0,,146412.0,,10.0,Divorced,Adm-clerical,,White,,0.0,,,United-States,<=50K
,Private,,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,,Female,,,,United-States,
59.0,,100453.0,7th-8th,,,,,,,0.0,,38.0,United-States,<=50K
,Local-gov,202984.0,,9.0,,Craft-repair,Husband,White,Male,3137.0,0.0,,United-States,
41.0,,,Some-college,,,Farming-fishing,Not-in-family,White,,,,,,<=50K
,,117125.0,,5.0,Married-civ-spouse,,,,Male,,0.0,,Portugal,<=50K
,Private,35663.0,,9.0,,Other-service,Not-in-family,White,,0.0,0.0,40.0,,
,Self-emp-not-inc,,7th-8th,,Married-civ-spouse,Craft-repair,,,Male,,,,,<=50K
,,,,,Married-civ-spouse,Transport-moving,Husband,White,Male,,,45.0,,>50K
22.0,,200374.0,,,Never-married,,,,,0.0,0.0,,United-States,
36.0,,,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,,,,,,United-States,
,Private,214689.0,,13.0,Never-married,Handlers-cleaners,Other-relative,,,0.0,,,United-States,
,,,Bachelors,,Divorced,Craft-repair,Not-in-family,White,,,,,,<=50K
,,26892.0,,13.0,,,Husband,,,0.0,,40.0,,>50K
