age,workclass,observation-weight,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
37,Self-emp-not-inc,115568.36171886315,10th,11,Divorced,Other-service,Not-in-family,White,Male,-645,366,43,United-States,>50K
40,Self-emp-not-inc,222082.42900061625,Prof-school,10,Never-married,Protective-serv,Husband,White,Male,0,-42,42,United-States,>50K
23,State-gov,240398.0,HS-grad,11,Married-civ-spouse,Other-service,Wife,Black,Male,-1536,-327,55,United-States,>50K
47,State-gov,162532.1550885917,10th,9,Divorced,Transport-moving,Not-in-family,White,Female,5805,-265,43,United-States,>50K
44,Self-emp-not-inc,191814.0,Some-college,12,Divorced,Other-service,Not-in-family,White,Male,-264,0,50,United-States,<=50K
39,Self-emp-not-inc,34788.0,Doctorate,11,Never-married,Transport-moving,Not-in-family,White,Male,0,654,39,United-States,<=50K
44,Self-emp-not-inc,185593.18916643123,HS-grad,13,Divorced,Adm-clerical,Not-in-family,White,Male,3521,-23,60,United-States,<=50K
37,Self-emp-not-inc,288953.6195710287,7th-8th,15,Divorced,Adm-clerical,Not-in-family,White,Male,0,-620,60,United-States,<=50K
52,Self-emp-not-inc,217663.0,10th,9,Divorced,Exec-managerial,Not-in-family,White,Male,2171,-31,45,United-States,>50K
18,Self-emp-not-inc,218889.0,Some-college,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,41,-1,>50K
24,Self-emp-not-inc,135760.18515574356,Masters,11,Divorced,Other-service,Wife,White,Female,0,-96,40,United-States,>50K
38,Self-emp-not-inc,255941.0,-1,14,Married-civ-spouse,Craft-repair,Husband,White,Male,10520,500,32,-1,<=50K
47,Self-emp-not-inc,182824.43717282126,Doctorate,9,Widowed,Other-service,Husband,Black,Female,0,0,60,United-States,>50K
36,Self-emp-not-inc,146412.0,Some-college,10,Never-married,Transport-moving,Own-child,White,Female,0,-154,40,United-States,>50K
42,Self-emp-not-inc,84367.46385425716,HS-grad,13,Divorced,Adm-clerical,Wife,White,Female,7470,-412,50,United-States,>50K
59,State-gov,100453.0,9th,7,Never-married,Farming-fishing,Husband,White,Male,0,211,38,United-States,>50K
