credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
,debt_consolidation,0.1513,451.48,11.26446411,29.28,717.0,,,80.7,3.0,0.0,0.0,0.0
,major_purchase,0.1537,,11.9251416,23.85,677.0,,40741.0,50.3,3.0,0.0,,1.0
1.0,credit_card,,509.53,11.30220443,0.81,,4770.0,981.0,1.1,7.0,,,
1.0,all_other,,,10.30895266,2.08,687.0,4139.958333,3859.0,38.6,3.0,0.0,0.0,1.0
,debt_consolidation,0.1496,519.68,11.40756495,,,3509.958333,53896.0,96.8,0.0,0.0,0.0,0.0
1.0,,0.1287,538.14,10.91508846,17.93,717.0,4110.041667,24953.0,94.5,,0.0,0.0,0.0
1.0,educational,0.0894,57.19,10.53209621,21.54,,,2940.0,32.3,5.0,0.0,,0.0
,debt_consolidation,,199.2,10.77895629,,,4229.958333,4956.0,40.0,4.0,0.0,0.0,0.0
0.0,all_other,0.1475,103.63,10.57131693,5.23,,1800.0,2060.0,12.7,0.0,4.0,0.0,
1.0,all_other,0.1099,180.05,,,,,723.0,16.4,0.0,,0.0,0.0
1.0,debt_consolidation,0.1183,,11.33857208,14.67,747.0,6240.041667,8156.0,22.0,,,,
0.0,all_other,,164.32,,17.94,,,,,4.0,0.0,1.0,0.0
1.0,all_other,,109.27,10.34817337,5.73,767.0,2220.0,1092.0,9.9,,,0.0,0.0
1.0,debt_consolidation,,415.31,11.40756495,8.51,,4230.0,9957.0,29.6,0.0,,,0.0
,debt_consolidation,,,12.50617724,7.33,682.0,,107007.0,,,,0.0,1.0
1.0,,0.1218,807.53,11.57988293,17.65,742.0,9360.0,81940.0,35.3,0.0,,0.0,0.0
1.0,debt_consolidation,0.1461,,10.6454249,,,3240.0,10565.0,80.7,0.0,0.0,0.0,
,credit_card,0.08,,11.21182037,,772.0,6419.958333,23891.0,,0.0,,,0.0
1.0,,0.1114,,11.09741002,8.6,737.0,5162.0,26850.0,,1.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1461,482.66,10.59663473,16.89,687.0,,,,,,0.0,0.0
1.0,,0.1209,,,18.06,,3030.041667,23958.0,,,,0.0,0.0
1.0,debt_consolidation,0.08,188.02,,,762.0,2040.041667,,5.5,0.0,,,0.0
0.0,educational,,,11.9511804,17.69,,4410.0,32135.0,91.1,11.0,,0.0,0.0
0.0,,,175.79,,22.9,672.0,3810.0,6632.0,26.8,5.0,0.0,1.0,0.0
1.0,,,189.67,10.18111929,,,5430.0,6435.0,,0.0,0.0,0.0,0.0
,home_improvement,0.0743,124.3,11.04292184,5.82,772.0,5430.0,773.0,4.8,0.0,0.0,0.0,0.0
0.0,,0.1418,51.4,10.37972173,,642.0,,,0.0,,1.0,0.0,0.0
1.0,debt_consolidation,0.1284,,11.28978191,17.16,702.0,,,70.2,2.0,0.0,1.0,0.0
,,0.1287,311.11,10.22034,,687.0,,9666.0,,0.0,0.0,0.0,
