credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1.0,debt_consolidation,0.1189,829.1,11.00209984,19.48,737.0,5639.958333,0.0,52.1,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1071,317.72,11.08214255,0.0,707.0,3630.0,0.0,76.7,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1357,366.86,10.37349118,11.63,687.0,4710.0,3511.0,25.6,1.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1253,162.34,11.35040654,8.1,712.0,2699.958333,33667.0,73.2,1.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1426,102.92,11.29973224,14.97,667.0,4066.0,4740.0,0.0,0.0,0.0,0.0,0.0
1.0,credit_card,0.1253,125.13,11.90496755,16.98,727.0,6120.041667,0.0,51.0,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1496,194.02,10.71441777,0.0,667.0,3180.041667,3839.0,0.0,0.0,0.0,1.0,1.0
1.0,all_other,0.1114,317.72,11.00209984,0.0,687.0,3630.0,24220.0,68.6,0.0,0.0,0.0,1.0
1.0,home_improvement,0.1134,87.19,11.40756495,17.25,682.0,3989.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1221,84.12,10.20359214,10.0,687.0,3630.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1347,360.43,10.4341158,0.0,677.0,3630.0,13846.0,0.0,0.0,0.0,1.0,0.0
1.0,debt_consolidation,0.1324,253.58,11.83500896,9.16,687.0,4298.0,5122.0,0.0,2.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1253,316.11,10.93310697,15.49,767.0,6519.958333,6068.0,16.7,0.0,0.0,0.0,0.0
1.0,small_business,0.0714,317.72,11.51292546,6.5,747.0,4384.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.0863,209.54,9.487972109,0.0,727.0,1559.958333,6282.0,44.6,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1253,327.53,10.73891524,13.04,702.0,8159.958333,5394.0,53.4,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1317,77.69,10.52277288,2.26,687.0,3895.958333,0.0,88.4,0.0,0.0,0.0,0.0
1.0,credit_card,0.0894,476.58,11.60823564,0.0,797.0,6510.958333,7586.0,52.7,1.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1039,317.72,11.00209984,3.8,712.0,2760.0,8311.0,0.0,0.0,0.0,0.0,0.0
1.0,major_purchase,0.1513,173.65,11.00209984,2.74,667.0,1126.958333,591.0,0.0,3.0,0.0,0.0,0.0
1.0,all_other,0.1253,188.02,11.22524339,0.0,687.0,4888.958333,0.0,0.0,1.0,0.0,0.0,0.0
1.0,all_other,0.0863,474.42,10.81977828,2.59,797.0,11951.0,0.0,27.6,0.0,0.0,0.0,0.0
1.0,credit_card,0.1355,317.72,11.51292546,7.94,662.0,1939.958333,21162.0,57.7,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.0788,484.85,11.73606902,7.05,782.0,5640.041667,16931.0,34.6,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1229,320.19,11.26446411,0.0,672.0,3760.958333,4822.0,58.1,0.0,0.0,1.0,0.0
1.0,all_other,0.1253,317.72,12.4292162,10.0,712.0,1553.958333,14354.0,36.6,0.0,2.0,0.0,0.0
1.0,all_other,0.1253,155.38,11.00209984,0.28,687.0,4649.958333,1576.0,5.7,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1375,317.72,9.998797732,14.29,662.0,1318.958333,4175.0,0.0,0.0,1.0,0.0,0.0
1.0,debt_consolidation,0.0743,155.38,12.20607265,0.28,687.0,4516.958333,3164.0,13.7,0.0,0.0,0.0,0.0
1.0,all_other,0.0743,155.38,11.00209984,3.72,812.0,6778.958333,85607.0,0.7,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.0807,156.84,11.51292546,2.3,742.0,3630.0,9698.0,19.4,0.0,0.0,0.0,0.0
1.0,credit_card,0.1028,275.38,9.798127037,0.0,687.0,3630.0,8847.0,26.9,1.0,1.0,0.0,0.0
1.0,home_improvement,0.0743,155.38,11.00209984,0.0,777.0,3630.0,0.0,19.5,0.0,0.0,0.0,0.0
