credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
,,0.1189,829.1,,19.48,,,28854.0,,0.0,0.0,0.0,0.0
1.0,credit_card,0.1071,,,14.29,707.0,,,76.7,0.0,0.0,0.0,
,,0.1357,366.86,,11.63,682.0,,3511.0,25.6,,0.0,0.0,0.0
1.0,debt_consolidation,0.1008,,11.35040654,,712.0,,33667.0,,1.0,0.0,0.0,0.0
1.0,credit_card,0.1426,102.92,11.29973224,14.97,,4066.0,,,0.0,,,0.0
1.0,credit_card,0.0788,125.13,11.90496755,16.98,,6120.041667,,,,,0.0,0.0
1.0,,0.1496,194.02,10.71441777,4.0,667.0,3180.041667,3839.0,,0.0,0.0,,1.0
1.0,all_other,0.1114,131.22,,11.08,,,24220.0,68.6,0.0,0.0,0.0,
1.0,home_improvement,0.1134,,11.40756495,17.25,,3989.0,,51.1,,0.0,0.0,0.0
1.0,debt_consolidation,0.1221,84.12,10.20359214,10.0,,2730.041667,,23.0,1.0,0.0,,0.0
1.0,debt_consolidation,,360.43,10.4341158,,,,13846.0,71.0,2.0,,,0.0
1.0,,0.1324,,11.83500896,9.16,662.0,4298.0,5122.0,,2.0,1.0,0.0,
,debt_consolidation,0.0859,316.11,,15.49,767.0,6519.958333,6068.0,16.7,,0.0,0.0,0.0
,small_business,0.0714,,11.51292546,,,4384.0,3021.0,,0.0,1.0,0.0,0.0
,debt_consolidation,0.0863,209.54,,9.73,727.0,1559.958333,,44.6,0.0,0.0,,0.0
1.0,major_purchase,,327.53,,13.04,,,5394.0,53.4,1.0,0.0,0.0,0.0
1.0,,,77.69,,,,,2211.0,88.4,0.0,0.0,0.0,0.0
1.0,credit_card,0.0894,476.58,,,797.0,6510.958333,,52.7,,0.0,0.0,0.0
,,0.1039,584.12,,,,2760.0,8311.0,,,,0.0,
1.0,major_purchase,0.1513,173.65,11.00209984,2.74,667.0,1126.958333,591.0,84.4,3.0,,,0.0
,,0.08,188.02,11.22524339,16.08,772.0,4888.958333,29797.0,23.2,1.0,0.0,0.0,0.0
,,0.0863,,10.81977828,2.59,797.0,11951.0,5656.0,27.6,0.0,0.0,0.0,
1.0,credit_card,0.1355,,11.51292546,7.94,662.0,1939.958333,,,0.0,0.0,0.0,0.0
1.0,credit_card,0.0788,484.85,11.73606902,,782.0,5640.041667,16931.0,34.6,,0.0,,0.0
1.0,debt_consolidation,,320.19,11.26446411,8.8,672.0,3760.958333,4822.0,,,0.0,1.0,0.0
,,,159.03,12.4292162,10.0,,,14354.0,36.6,0.0,2.0,,0.0
1.0,all_other,0.0743,155.38,11.08214255,0.28,802.0,4649.958333,1576.0,5.7,1.0,0.0,,0.0
,debt_consolidation,,255.43,9.998797732,14.29,662.0,,4175.0,51.5,,,0.0,0.0
1.0,all_other,,155.38,,0.28,,4516.958333,,,0.0,0.0,,
1.0,all_other,0.0743,155.38,12.20607265,,812.0,6778.958333,85607.0,0.7,,,0.0,0.0
,debt_consolidation,,,11.51292546,2.3,742.0,3148.958333,,19.4,,0.0,0.0,0.0
,,0.1028,275.38,9.798127037,,692.0,7469.958333,,,,1.0,0.0,
1.0,home_improvement,0.0743,155.38,11.91839057,0.0,,,,19.5,0.0,0.0,0.0,0.0
,,,78.42,11.60823564,,762.0,6059.958333,7274.0,13.1,0.0,0.0,,0.0
1.0,,0.087,158.3,,,757.0,4770.0,66033.0,23.0,,0.0,0.0,
1.0,all_other,0.0743,155.38,,,,2535.0,3660.0,,0.0,0.0,,0.0
1.0,credit_card,0.0743,,11.35040654,,787.0,,216.0,0.6,,0.0,,0.0
,,0.1122,164.23,11.28978191,,672.0,3990.0,27185.0,,3.0,,1.0,0.0
1.0,debt_consolidation,0.0996,161.25,,8.03,,,28329.0,48.6,1.0,,0.0,0.0
1.0,home_improvement,0.0933,159.77,12.10071213,11.93,717.0,,60568.0,,,0.0,0.0,
1.0,home_improvement,0.0807,,12.10071213,5.55,,,40934.0,26.3,,0.0,,
,debt_consolidation,,155.38,,2.29,777.0,,8379.0,,0.0,0.0,,
,,0.087,94.98,10.1266311,14.54,752.0,,3660.0,7.8,1.0,0.0,,
1.0,home_improvement,0.1028,97.2,,,677.0,,0.0,,,1.0,,0.0
1.0,credit_card,0.1122,,10.30895266,,702.0,5190.0,,,,0.0,0.0,0.0
1.0,credit_card,0.0838,,11.21182037,14.37,797.0,5610.958333,6844.0,14.4,0.0,,0.0,0.0
1.0,,0.0775,168.6,8.987196821,3.0,762.0,,1321.0,16.5,0.0,,0.0,0.0
,,0.0838,,,14.78,772.0,4379.0,,,,0.0,0.0,0.0
,credit_card,0.0901,159.03,,9.96,,3089.958333,,,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.0743,,,0.27,792.0,7488.958333,2817.0,10.2,0.0,0.0,0.0,0.0
1.0,credit_card,0.0743,,10.71441777,,782.0,5807.0,,0.0,1.0,0.0,,0.0
1.0,small_business,0.1028,323.98,10.217422,10.7,712.0,1379.0,3534.0,54.4,0.0,0.0,,
,,,,10.77895629,,762.0,2729.958333,2422.0,23.3,0.0,0.0,0.0,
1.0,educational,0.0996,112.87,9.510444964,16.44,,1649.958333,2864.0,41.1,1.0,0.0,0.0,0.0
,,0.1596,94.88,10.86283777,12.57,,1409.0,3075.0,92.3,1.0,0.0,0.0,0.0
1.0,small_business,,398.69,11.00209984,,747.0,14008.95833,,8.1,2.0,,0.0,0.0
,credit_card,0.1154,39.6,,2.04,662.0,,1153.0,75.8,2.0,0.0,0.0,0.0
1.0,credit_card,0.1343,678.08,11.88448902,10.15,682.0,4209.958333,41674.0,,0.0,0.0,0.0,1.0
,credit_card,,,11.22524339,15.0,682.0,4479.0,,93.4,3.0,0.0,,0.0
1.0,all_other,0.0964,205.45,11.00209984,7.72,712.0,,,,0.0,0.0,0.0,0.0
,debt_consolidation,0.1186,,11.08214255,7.14,,8730.0,11868.0,,0.0,2.0,,0.0
1.0,all_other,0.0743,155.38,,2.55,772.0,8189.958333,2562.0,14.0,2.0,,0.0,0.0
,all_other,0.1028,113.39,,1.5,682.0,1410.0,,32.4,0.0,0.0,0.0,
1.0,,0.1186,99.44,,7.47,,2550.0,1064.0,,2.0,0.0,,0.0
1.0,,0.0807,109.79,11.49272276,8.52,752.0,4979.958333,6432.0,6.0,,1.0,0.0,
1.0,,,32.55,,14.47,,,4485.0,,1.0,,0.0,1.0
1.0,all_other,0.0996,112.87,11.26446411,11.06,702.0,,16310.0,20.5,,1.0,0.0,0.0
,,,160.51,11.77528973,8.55,,,20969.0,,0.0,0.0,,0.0
,debt_consolidation,,,10.46310334,17.38,,,,,0.0,0.0,0.0,0.0
1.0,home_improvement,0.0775,156.11,,6.48,752.0,,2160.0,2.3,1.0,0.0,0.0,0.0
1.0,credit_card,0.0743,,11.15625052,4.56,812.0,,813.0,1.0,0.0,0.0,0.0,0.0
1.0,,,,11.91839057,2.72,757.0,5202.0,23678.0,24.4,,0.0,0.0,
1.0,,,257.99,10.77895629,15.13,722.0,2640.0,,47.8,,0.0,,0.0
,small_business,,,12.26904744,6.45,677.0,6240.0,56411.0,75.3,,0.0,,1.0
,home_improvement,,,,,,4920.958333,269.0,,,0.0,,
1.0,home_improvement,0.128,,,20.0,682.0,5492.0,,35.1,1.0,,0.0,1.0
,,0.1122,507.46,10.59663473,,,,6513.0,,3.0,0.0,,
1.0,,0.0743,124.31,10.59663473,3.45,772.0,1739.958333,,11.0,,0.0,0.0,
,credit_card,0.087,63.32,11.15625052,,,2550.0,5967.0,,1.0,0.0,0.0,0.0
1.0,all_other,0.1091,130.79,,,707.0,2192.0,5533.0,79.6,1.0,,0.0,0.0
1.0,,0.0775,93.67,,,762.0,8370.0,,,,0.0,0.0,0.0
1.0,all_other,0.0775,93.67,,,762.0,,21050.0,0.7,,0.0,,0.0
1.0,,0.087,88.65,11.69524702,15.0,742.0,3026.0,8155.0,,1.0,,0.0,
1.0,all_other,0.0964,128.41,11.51292546,15.0,722.0,3026.0,8155.0,14.9,1.0,,,0.0
1.0,home_improvement,0.087,94.98,11.03488966,12.23,737.0,,,30.7,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1217,,,7.1,662.0,2944.0,2040.0,,,,0.0,
,,,444.05,,19.52,667.0,2700.958333,,68.8,,,0.0,0.0
1.0,,0.0775,,,3.46,747.0,2519.0,1918.0,17.1,0.0,,,0.0
1.0,,0.1533,,11.40756495,5.24,662.0,,22379.0,62.2,,,0.0,
,small_business,0.0964,,11.47210347,2.86,,2190.0,10296.0,42.5,,,0.0,1.0
1.0,small_business,0.1154,104.76,9.61580548,,,1289.958333,,,3.0,0.0,,1.0
1.0,debt_consolidation,0.1122,157.66,,12.36,,1770.0,12310.0,,,0.0,0.0,
,,0.087,,11.91839057,4.8,767.0,13349.95833,61921.0,,0.0,,,0.0
,credit_card,,217.6,11.38509209,18.0,,3725.0,16738.0,26.1,2.0,,0.0,0.0
1.0,all_other,0.0807,297.99,11.05089001,3.49,792.0,5939.0,,9.2,,,0.0,0.0
1.0,,0.0775,,10.71441777,5.0,,,1359.0,5.6,,0.0,0.0,
,debt_consolidation,0.1154,329.95,12.32385568,20.0,727.0,10292.0,,44.8,2.0,,0.0,0.0
1.0,all_other,0.0807,,,,787.0,8010.0,3054.0,5.6,3.0,0.0,0.0,0.0
1.0,,,,11.40756495,2.44,792.0,8717.958333,40384.0,9.6,0.0,0.0,0.0,0.0
1.0,home_improvement,0.0933,,,9.66,792.0,4529.0,128000.0,0.0,,0.0,0.0,
1.0,,0.0712,61.87,11.6784399,0.43,772.0,5936.0,,,,0.0,,0.0
,all_other,0.1186,94.47,10.71441777,,667.0,,2850.0,75.0,0.0,1.0,0.0,0.0
1.0,small_business,0.1501,,11.47210347,16.89,702.0,4080.0,,0.0,0.0,,0.0,1.0
1.0,home_improvement,,313.67,,5.84,792.0,5364.958333,,3.7,0.0,,0.0,0.0
,,0.0933,543.2,11.22524339,9.55,762.0,,,,1.0,0.0,0.0,0.0
1.0,home_improvement,0.0807,313.67,11.35040654,3.11,797.0,,37152.0,3.7,0.0,0.0,,0.0
1.0,credit_card,,,11.15625052,,672.0,3598.958333,26283.0,39.5,0.0,1.0,0.0,
1.0,debt_consolidation,0.1028,210.6,10.71441777,5.87,692.0,1741.958333,5607.0,42.2,,0.0,0.0,0.0
,all_other,0.1249,234.15,10.04324949,,,1110.0,1061.0,81.9,,0.0,,
1.0,debt_consolidation,0.1028,323.99,11.69524702,14.4,,4679.958333,56740.0,77.5,1.0,0.0,0.0,0.0
1.0,,0.1059,235.96,10.95080655,7.22,712.0,5519.0,40598.0,77.3,1.0,0.0,0.0,
,,0.1438,352.22,11.1844214,17.83,687.0,1289.958333,3815.0,6.5,1.0,0.0,0.0,
1.0,,0.0743,117.31,,0.0,772.0,3929.958333,0.0,0.0,,,0.0,0.0
1.0,debt_consolidation,0.0712,64.96,,,,16213.0,50.0,0.3,0.0,,,0.0
1.0,small_business,0.1565,699.69,11.42954386,,667.0,3603.958333,4569.0,56.4,1.0,0.0,0.0,0.0
1.0,,,,9.852194258,8.15,692.0,,8528.0,86.1,0.0,0.0,0.0,0.0
1.0,credit_card,0.1122,295.59,10.3859137,22.15,747.0,2788.958333,14345.0,45.8,,0.0,0.0,
,small_business,0.1122,,10.81977828,18.38,707.0,3359.0,113.0,2.4,1.0,0.0,0.0,0.0
1.0,debt_consolidation,,,11.03811028,9.8,,3089.958333,12231.0,81.0,3.0,,0.0,1.0
1.0,,0.1467,248.43,10.95080655,20.76,667.0,3750.0,,69.1,,,0.0,0.0
1.0,credit_card,0.1028,,11.37710574,10.6,,2489.958333,16813.0,63.9,,0.0,0.0,0.0
1.0,debt_consolidation,0.1249,301.04,10.57131693,5.08,667.0,3690.0,26233.0,,3.0,,,1.0
1.0,all_other,0.0743,163.92,11.35040654,,782.0,,5760.0,16.0,0.0,0.0,,
,all_other,,150.66,10.727663,,687.0,6509.958333,105.0,,1.0,1.0,,1.0
1.0,debt_consolidation,,,,13.77,682.0,2160.0,11490.0,95.7,0.0,,0.0,0.0
1.0,home_improvement,0.1312,,10.59663473,,692.0,5250.0,17641.0,30.5,,1.0,0.0,0.0
1.0,,,328.43,,20.4,,3270.0,0.0,0.0,3.0,0.0,0.0,0.0
,,,165.47,10.91508846,12.0,,,12430.0,19.2,1.0,0.0,,0.0
1.0,,0.1091,140.6,10.49127422,9.87,,,12323.0,44.0,0.0,,0.0,0.0
1.0,all_other,,98.01,11.40756495,9.13,,3300.0,38624.0,97.8,0.0,0.0,0.0,0.0
1.0,small_business,0.1217,166.48,,0.0,662.0,2250.0,875.0,54.7,2.0,1.0,,1.0
1.0,small_business,,284.32,,,,7229.958333,1196.0,12.0,3.0,4.0,0.0,0.0
,,0.1438,,13.08154138,2.4,,2759.958333,26628.0,60.4,3.0,,0.0,0.0
,all_other,0.1028,,10.34174248,24.81,767.0,5789.958333,6752.0,,,0.0,0.0,
1.0,debt_consolidation,,70.25,,14.4,,1469.0,,91.6,,0.0,0.0,1.0
