credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,debt_consolidation,0.1189,829.1,11.43569304686843,19.48,737,5639.958333,43286,52.1,0,0,0,0
1,credit_card,0.1071,287.6857345251502,11.08214255,11.880373382436751,707,5742.752551061845,12342,76.7,0,0,0,0
1,all_other,0.1357,366.86,10.37349118,11.63,741,4710.0,3511,25.6,1,0,0,0
1,debt_consolidation,0.11069844254829356,162.34,11.35040654,8.1,712,2699.958333,33667,73.2,1,0,0,0
1,all_other,0.1426,102.92,11.29973224,14.97,667,4066.0,4740,62.78576044189449,1,0,0,0
1,credit_card,0.09445886488035105,125.13,11.90496755,16.98,727,6120.041667,54801,51.0,0,0,0,0
1,all_other,0.1496,194.02,10.71441777,17.937401188013467,667,3180.041667,3839,76.558555296706,0,0,1,1
1,all_other,0.1114,375.29783165795885,11.196758090879408,12.9287409130745,711,4998.769081523556,24220,68.6,0,0,0,1
1,home_improvement,0.1134,87.19,11.40756495,17.25,682,3989.0,5946,45.19126904709902,1,0,0,0
1,all_other,0.1221,84.12,10.20359214,10.0,689,3225.0585326526643,4497,50.03076626239018,1,0,0,0
1,credit_card,0.1347,360.43,10.4341158,12.898684743885786,677,5535.775873468367,13846,69.87826039933435,1,0,1,0
1,debt_consolidation,0.1324,253.58,11.83500896,9.16,687,4298.0,5122,57.05187884179057,2,0,0,0
1,credit_card,0.08828204852964117,316.11,10.93310697,15.49,767,6519.958333,6068,16.7,0,0,0,0
1,small_business,0.0714,109.8952588887453,11.51292546,6.5,747,4384.0,-5908,5.66494691834874,0,0,0,0
1,debt_consolidation,0.0863,209.54,9.487972109,5.447356761767305,727,1559.958333,6282,44.6,2,0,0,0
1,credit_card,0.12055804052986416,327.53,10.73891524,13.04,702,8159.958333,5394,53.4,1,0,0,0
1,credit_card,0.1317,77.69,10.52277288,2.26,685,3895.958333,9306,88.4,0,0,0,0
1,credit_card,0.0894,476.58,11.60823564,4.65624408741539,797,6510.958333,7586,52.7,1,0,0,0
1,credit_card,0.1039,205.2172451734396,10.839749039196926,3.8,712,2760.0,8311,55.942865747156134,0,0,0,0
1,major_purchase,0.1513,173.65,10.194366873389711,2.74,667,1126.958333,591,37.064985659605085,3,0,0,0
1,all_other,0.12945610126846252,188.02,11.22524339,11.269137729076348,690,4888.958333,13567,58.04725214496729,1,0,0,0
1,all_other,0.0863,474.42,10.81977828,2.59,797,11951.0,3979,27.6,0,0,0,0
1,credit_card,0.1355,407.55950117746255,11.51292546,7.94,662,1939.958333,21162,57.7,0,0,0,0
1,credit_card,0.0788,484.85,11.73606902,7.05,782,5640.041667,16931,34.6,1,0,0,0
1,debt_consolidation,0.1229,320.19,11.26446411,12.611828165503423,672,3760.958333,4822,58.1,0,0,1,0
1,all_other,0.1059984487784229,428.6874413377283,12.4292162,10.0,712,1553.958333,14354,36.6,0,2,0,0
1,all_other,0.09358143977588927,155.38,10.670030862212366,0.28,735,4649.958333,1576,5.7,1,0,0,0
1,debt_consolidation,0.1375,156.2161165008696,9.998797732,14.29,662,1318.958333,4175,48.74911022582085,0,1,0,0
1,small_business,0.0743,155.38,12.20607265,0.28,759,4516.958333,3164,13.7,0,0,0,0
1,all_other,0.0743,155.38,11.641656875188987,3.72,812,6778.958333,85607,0.7,0,0,0,0
