credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1.0,debt_consolidation,0.1189,829.1,,19.48,737.0,5639.958333,,52.1,0.0,0.0,0.0,0.0
1.0,,0.1071,,11.08214255,,707.0,,,76.7,0.0,0.0,,0.0
,,0.1357,366.86,10.37349118,11.63,,4710.0,3511.0,25.6,1.0,0.0,0.0,0.0
1.0,debt_consolidation,,162.34,11.35040654,8.1,712.0,2699.958333,33667.0,73.2,1.0,0.0,0.0,0.0
1.0,,0.1426,102.92,11.29973224,14.97,667.0,4066.0,4740.0,,,,0.0,0.0
1.0,credit_card,,125.13,11.90496755,16.98,727.0,6120.041667,,51.0,0.0,0.0,,0.0
1.0,,0.1496,194.02,10.71441777,,667.0,3180.041667,3839.0,,0.0,0.0,1.0,1.0
1.0,all_other,0.1114,,,,,,24220.0,68.6,0.0,0.0,0.0,1.0
1.0,home_improvement,0.1134,87.19,11.40756495,17.25,682.0,3989.0,,,1.0,,0.0,
1.0,,0.1221,84.12,10.20359214,10.0,,,,,1.0,,0.0,
1.0,,0.1347,360.43,10.4341158,,677.0,,13846.0,,,,1.0,0.0
1.0,debt_consolidation,0.1324,253.58,11.83500896,9.16,,4298.0,5122.0,,2.0,0.0,0.0,0.0
1.0,,,316.11,10.93310697,15.49,767.0,6519.958333,6068.0,16.7,0.0,,,
1.0,small_business,0.0714,,11.51292546,6.5,747.0,4384.0,,,0.0,,0.0,
1.0,debt_consolidation,0.0863,209.54,9.487972109,,727.0,1559.958333,6282.0,44.6,,0.0,0.0,0.0
1.0,,,327.53,10.73891524,13.04,702.0,8159.958333,5394.0,53.4,,0.0,0.0,0.0
1.0,,0.1317,77.69,10.52277288,2.26,,3895.958333,,88.4,0.0,0.0,0.0,0.0
1.0,credit_card,0.0894,476.58,11.60823564,,797.0,6510.958333,7586.0,52.7,1.0,0.0,0.0,
1.0,,0.1039,,,3.8,712.0,2760.0,8311.0,,0.0,0.0,0.0,0.0
,major_purchase,0.1513,173.65,,2.74,667.0,1126.958333,591.0,,3.0,,0.0,0.0
,all_other,,188.02,11.22524339,,,4888.958333,,,1.0,0.0,0.0,0.0
1.0,all_other,0.0863,474.42,10.81977828,2.59,797.0,11951.0,,27.6,0.0,0.0,0.0,
1.0,credit_card,0.1355,,11.51292546,7.94,662.0,1939.958333,21162.0,57.7,0.0,0.0,0.0,
1.0,,0.0788,484.85,11.73606902,7.05,782.0,5640.041667,16931.0,34.6,,0.0,0.0,0.0
1.0,debt_consolidation,0.1229,320.19,11.26446411,,672.0,3760.958333,4822.0,58.1,0.0,0.0,1.0,0.0
,all_other,,,12.4292162,10.0,712.0,1553.958333,14354.0,36.6,0.0,2.0,0.0,0.0
,all_other,,155.38,,0.28,,4649.958333,1576.0,5.7,,0.0,0.0,0.0
1.0,debt_consolidation,0.1375,,9.998797732,14.29,662.0,1318.958333,4175.0,,0.0,1.0,0.0,0.0
1.0,,0.0743,155.38,12.20607265,0.28,,4516.958333,3164.0,13.7,0.0,0.0,,0.0
1.0,all_other,0.0743,155.38,,3.72,812.0,6778.958333,85607.0,0.7,0.0,0.0,0.0,
1.0,,0.0807,156.84,11.51292546,2.3,742.0,,9698.0,19.4,0.0,0.0,0.0,0.0
1.0,credit_card,0.1028,275.38,9.798127037,,,,8847.0,26.9,1.0,1.0,0.0,0.0
1.0,home_improvement,0.0743,155.38,,,777.0,,,19.5,0.0,0.0,0.0,0.0
,home_improvement,,78.42,11.60823564,11.33,762.0,,,,0.0,0.0,0.0,0.0
,,0.087,,11.22524339,15.55,757.0,4770.0,66033.0,,0.0,,0.0,
1.0,all_other,0.0743,155.38,11.46163217,3.83,772.0,2535.0,,6.8,0.0,0.0,0.0,0.0
1.0,credit_card,0.0743,155.38,11.35040654,0.31,787.0,3540.0,216.0,0.6,,0.0,0.0,0.0
1.0,credit_card,,164.23,11.28978191,1.21,,,,16.1,3.0,0.0,1.0,
1.0,,0.0996,161.25,10.77895629,8.03,707.0,4320.0,,,,0.0,0.0,0.0
1.0,home_improvement,0.0933,159.77,12.10071213,,717.0,4498.958333,,,1.0,0.0,,
1.0,home_improvement,,156.84,,5.55,,4019.0,,,,0.0,0.0,
1.0,,,155.38,11.69524702,2.29,,3540.0,8379.0,16.9,0.0,0.0,0.0,0.0
1.0,small_business,0.087,94.98,10.1266311,,752.0,,3660.0,,1.0,,0.0,
1.0,,,97.2,12.20607265,0.0,677.0,3779.958333,0.0,,0.0,1.0,0.0,0.0
1.0,credit_card,0.1122,164.23,10.30895266,,702.0,,,47.1,0.0,0.0,,
1.0,credit_card,0.0838,,,14.37,797.0,5610.958333,,,0.0,0.0,0.0,0.0
1.0,,,,8.987196821,3.0,762.0,6659.958333,1321.0,16.5,0.0,,,0.0
1.0,all_other,,160.72,10.37349118,14.78,772.0,4379.0,4737.0,,0.0,0.0,0.0,0.0
1.0,credit_card,0.0901,159.03,11.19821472,9.96,722.0,,23489.0,,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.0743,,,,,7488.958333,2817.0,10.2,0.0,0.0,0.0,0.0
1.0,credit_card,0.0743,,10.71441777,1.12,782.0,,,0.0,1.0,0.0,0.0,
1.0,,0.1028,,10.217422,10.7,712.0,,3534.0,54.4,0.0,0.0,,0.0
1.0,small_business,0.1059,,10.77895629,4.05,762.0,2729.958333,,,0.0,0.0,0.0,0.0
,,0.0996,112.87,9.510444964,16.44,712.0,,2864.0,41.1,1.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1596,94.88,10.86283777,12.57,627.0,,,,,0.0,0.0,0.0
1.0,small_business,0.1059,398.69,11.00209984,17.12,,14008.95833,17214.0,8.1,2.0,1.0,,0.0
1.0,credit_card,0.1154,,9.903487553,,662.0,1139.0,,,2.0,,,0.0
1.0,,0.1343,678.08,11.88448902,,682.0,4209.958333,,,0.0,0.0,0.0,1.0
1.0,,0.1249,,11.22524339,,682.0,4479.0,,,3.0,0.0,0.0,0.0
1.0,all_other,0.0964,205.45,11.00209984,7.72,712.0,2293.958333,3362.0,69.3,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1186,397.75,11.08214255,,,8730.0,11868.0,,0.0,0.0,0.0,0.0
1.0,all_other,0.0743,155.38,10.59663473,,772.0,8189.958333,2562.0,14.0,2.0,0.0,0.0,
1.0,all_other,0.1028,113.39,,1.5,682.0,1410.0,1882.0,32.4,0.0,0.0,0.0,0.0
1.0,,0.1186,99.44,10.49551521,7.47,667.0,2550.0,1064.0,70.9,2.0,,1.0,0.0
1.0,,,109.79,,8.52,,4979.958333,6432.0,6.0,,1.0,0.0,0.0
1.0,,0.1059,32.55,10.43382164,14.47,,1110.0,4485.0,36.9,1.0,0.0,0.0,1.0
,all_other,,,11.26446411,11.06,,4979.958333,16310.0,20.5,0.0,1.0,0.0,
1.0,debt_consolidation,0.0964,,11.77528973,8.55,712.0,5940.0,,40.2,0.0,0.0,0.0,0.0
1.0,debt_consolidation,0.1375,340.57,10.46310334,17.38,707.0,2699.958333,22213.0,,0.0,0.0,0.0,0.0
1.0,home_improvement,0.0775,,12.32385568,6.48,752.0,5339.958333,2160.0,2.3,1.0,0.0,,0.0
1.0,credit_card,0.0743,155.38,,,812.0,9809.0,,1.0,0.0,0.0,,0.0
,home_improvement,0.0807,235.25,,,757.0,5202.0,23678.0,,4.0,,0.0,
,,0.0996,257.99,,,722.0,,11289.0,47.8,3.0,,0.0,0.0
1.0,,0.1501,,,6.45,,,56411.0,,,0.0,0.0,1.0
,,0.0964,80.26,11.22524339,20.0,,4920.958333,269.0,3.8,3.0,0.0,0.0,
1.0,home_improvement,0.128,,,,682.0,,3408.0,35.1,1.0,0.0,,
1.0,debt_consolidation,0.1122,507.46,,13.5,712.0,5368.958333,6513.0,34.3,3.0,0.0,1.0,0.0
1.0,educational,0.0743,,10.59663473,3.45,772.0,1739.958333,330.0,11.0,0.0,,0.0,0.0
1.0,credit_card,,63.32,,6.07,,2550.0,,,1.0,,0.0,0.0
1.0,all_other,0.1091,130.79,9.798127037,,707.0,2192.0,,,1.0,0.0,0.0,0.0
1.0,home_improvement,0.0775,93.67,11.73606902,2.14,762.0,8370.0,21050.0,,0.0,,0.0,0.0
1.0,all_other,0.0775,93.67,10.81977828,5.35,762.0,8370.0,21050.0,0.7,,0.0,0.0,0.0
1.0,all_other,0.087,,11.69524702,,742.0,3026.0,,,1.0,0.0,0.0,0.0
1.0,all_other,0.0964,128.41,11.51292546,15.0,,3026.0,8155.0,14.9,,0.0,0.0,0.0
1.0,home_improvement,,94.98,11.03488966,12.23,737.0,,3678.0,30.7,0.0,,0.0,
1.0,debt_consolidation,0.1217,,,7.1,,2944.0,2040.0,36.2,2.0,0.0,0.0,0.0
1.0,credit_card,0.1533,444.05,11.00209984,19.52,,2700.958333,33074.0,68.8,2.0,0.0,,
1.0,all_other,0.0775,,11.03165864,3.46,747.0,2519.0,1918.0,,0.0,0.0,0.0,0.0
1.0,credit_card,0.1533,644.3,,5.24,,,22379.0,62.2,,,0.0,
,,,642.02,11.47210347,2.86,737.0,,10296.0,,0.0,,0.0,
1.0,small_business,,104.76,9.61580548,12.24,,,2867.0,,3.0,0.0,,1.0
1.0,,0.1122,157.66,,12.36,682.0,,12310.0,,0.0,,0.0,0.0
1.0,debt_consolidation,0.087,,,4.8,767.0,13349.95833,,39.1,,0.0,0.0,0.0
,credit_card,,,,18.0,702.0,3725.0,16738.0,,2.0,,0.0,0.0
,all_other,0.0807,297.99,11.05089001,3.49,792.0,5939.0,,9.2,1.0,0.0,0.0,
1.0,debt_consolidation,0.0775,156.11,10.71441777,5.0,,2131.0,1359.0,5.6,2.0,0.0,0.0,0.0
1.0,debt_consolidation,,329.95,12.32385568,20.0,727.0,10292.0,107501.0,44.8,2.0,0.0,0.0,0.0
1.0,all_other,0.0807,313.67,12.06104687,,787.0,,3054.0,5.6,3.0,0.0,0.0,0.0
1.0,all_other,0.0807,297.99,,2.44,792.0,8717.958333,40384.0,,,0.0,0.0,0.0
1.0,home_improvement,,239.65,,9.66,,4529.0,128000.0,,3.0,0.0,,0.0
1.0,debt_consolidation,0.0712,61.87,11.6784399,0.43,772.0,5936.0,4709.0,,0.0,0.0,0.0,0.0
1.0,all_other,0.1186,94.47,10.71441777,2.8,667.0,5460.0,2850.0,75.0,,1.0,0.0,0.0
1.0,,0.1501,73.68,,16.89,702.0,4080.0,51.0,0.0,,0.0,,1.0
1.0,home_improvement,0.0807,,11.91839057,5.84,,5364.958333,37152.0,3.7,0.0,0.0,,
1.0,debt_consolidation,0.0933,543.2,,9.55,,5699.958333,3839.0,16.6,1.0,0.0,0.0,0.0
,home_improvement,0.0807,,,3.11,797.0,5363.958333,,,0.0,,,
1.0,credit_card,0.1217,,11.15625052,10.2,672.0,,26283.0,,0.0,1.0,0.0,
1.0,debt_consolidation,0.1028,210.6,,5.87,692.0,,5607.0,42.2,0.0,0.0,0.0,0.0
1.0,all_other,0.1249,234.15,10.04324949,,,,1061.0,81.9,3.0,0.0,0.0,0.0
1.0,debt_consolidation,,,,14.4,722.0,4679.958333,,77.5,1.0,0.0,0.0,0.0
1.0,credit_card,0.1059,235.96,10.95080655,7.22,712.0,5519.0,,77.3,,0.0,0.0,0.0
1.0,debt_consolidation,,352.22,11.1844214,17.83,687.0,1289.958333,3815.0,,1.0,0.0,0.0,0.0
,all_other,0.0743,,,0.0,,3929.958333,,0.0,1.0,0.0,0.0,0.0
,,0.0712,64.96,11.60823564,0.22,812.0,16213.0,50.0,,0.0,0.0,0.0,
,small_business,0.1565,699.69,11.42954386,,667.0,3603.958333,4569.0,,1.0,0.0,,0.0
,educational,0.1059,195.27,9.852194258,,692.0,3089.958333,,86.1,,0.0,,0.0
1.0,,0.1122,295.59,10.3859137,22.15,,,14345.0,,0.0,0.0,,0.0
1.0,,0.1122,,10.81977828,18.38,,3359.0,113.0,2.4,1.0,0.0,0.0,
1.0,,0.1375,,11.03811028,9.8,,,,81.0,3.0,0.0,0.0,
1.0,debt_consolidation,0.1467,,,,,3750.0,,69.1,0.0,1.0,0.0,0.0
1.0,credit_card,0.1028,194.4,11.37710574,,692.0,,16813.0,63.9,0.0,0.0,,
1.0,debt_consolidation,,301.04,,,667.0,3690.0,26233.0,62.9,3.0,0.0,0.0,1.0
1.0,all_other,0.0743,163.92,11.35040654,,782.0,,,16.0,0.0,0.0,0.0,
,,0.1028,,10.727663,,687.0,6509.958333,105.0,,1.0,1.0,0.0,1.0
,,,,10.9525594,13.77,,,,95.7,0.0,,0.0,0.0
1.0,home_improvement,,85.23,10.59663473,20.67,692.0,5250.0,17641.0,,3.0,1.0,,
