age,workclass,observation-weight,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
39,Private,214823.59768149615,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,2174,0,40,Cuba,<=50K
50,Self-emp-not-inc,83311.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,44,United-States,<=50K
44,Private,215646.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,214520.5243441912,11th,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,411,0,40,United-States,<=50K
42,Private,338409.0,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,296,0,40,Cuba,>50K
37,Private,284582.0,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
49,Private,215867.40219501642,9th,5,Married-spouse-absent,Transport-moving,Not-in-family,Black,Female,0,50,35,Jamaica,<=50K
52,Self-emp-not-inc,122512.04385580009,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4855,0,45,United-States,>50K
35,Private,194688.34234239688,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,809,0,44,United-States,<=50K
45,Private,200287.5526467321,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1936,0,40,Cuba,>50K
40,Private,280464.0,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,419,445,80,United-States,>50K
44,State-gov,173399.64637144597,9th,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,India,>50K
23,Private,122272.0,9th,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
32,Private,205019.0,Assoc-acdm,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
34,Private,245487.0,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,-241,0,45,Mexico,<=50K
