age,workclass,observation-weight,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
, Self-emp-not-inc,, 7th-8th,4.0,, Other-service,, White, Female,0.0,0.0,66.0, United-States, <=50K
18.0, Private,,,,, Other-service, Other-relative, White,,0.0,0.0,25.0, United-States, <=50K
25.0,,102476.0,,13.0, Never-married, Farming-fishing, Own-child, White,,27828.0,0.0,50.0, United-States, >50K
, Private,511517.0, HS-grad,9.0,, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,292570.0, 11th,7.0, Never-married, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
, Private,167893.0,,, Married-civ-spouse,,, White,,0.0,0.0,64.0, United-States, >50K
, Private,334946.0, HS-grad,9.0,, Handlers-cleaners,, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Local-gov,154940.0,,14.0, Never-married, Prof-specialty, Not-in-family,,,0.0,0.0,,, >50K
29.0, Private,164040.0,,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,, United-States, <=50K
,,, Some-college,10.0, Divorced, Exec-managerial,, White, Male,0.0,0.0,50.0, United-States, <=50K
, Self-emp-not-inc,73514.0,,, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander,,0.0,0.0,30.0, United-States, <=50K
, Private,, HS-grad,9.0, Married-civ-spouse, Craft-repair,, White, Male,0.0,0.0,40.0, United-States, <=50K
59.0, Private,160362.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,, United-States, <=50K
,,188246.0, HS-grad,9.0,, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,, Assoc-voc,11.0, Married-civ-spouse, Craft-repair,, White, Male,0.0,0.0,50.0, United-States, <=50K
41.0, Private,221947.0,,10.0, Married-civ-spouse,, Husband, White, Male,0.0,1887.0,50.0, United-States, <=50K
54.0, Self-emp-inc,99185.0,,16.0,,, Husband, White, Male,0.0,0.0,50.0, ?, <=50K
35.0,,112264.0,,, Married-civ-spouse, Sales, Husband, White,,0.0,0.0,, United-States, <=50K
43.0, Self-emp-not-inc,343061.0, 7th-8th,4.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,, Cuba, <=50K
30.0, Private,177596.0, Some-college,10.0,, Other-service, Unmarried, White,,0.0,0.0,36.0, United-States, <=50K
47.0, Private,121124.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,15024.0,0.0,50.0, United-States, <=50K
30.0, Federal-gov,423064.0, HS-grad,9.0, Separated,,, White, Male,0.0,0.0,35.0, United-States, <=50K
, Private,63079.0, HS-grad,,, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
23.0, Private,,,, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0.0,0.0,40.0, Mexico, <=50K
21.0, Private,, HS-grad,, Never-married, Handlers-cleaners, Not-in-family, White, Male,3674.0,0.0,50.0, United-States, <=50K
35.0, Private,197365.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
, Private,33865.0,,, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,48.0, United-States, <=50K
38.0, Self-emp-not-inc,, 10th,, Separated,, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
59.0, Private,131869.0,,, Widowed,, Not-in-family, White, Female,0.0,0.0,35.0, United-States, <=50K
, ?,135105.0, Bachelors,, Divorced, ?, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K
, Private,,,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,, United-States, <=50K
19.0, Private,,,8.0, Never-married,, Own-child, White,,0.0,0.0,20.0, United-States, <=50K
, Private,283268.0,,, Never-married, Prof-specialty,, White,,0.0,0.0,36.0, United-States, <=50K
37.0, Private,291981.0,,, Divorced,,, White,,0.0,0.0,, United-States, <=50K
, Private,,,, Married-civ-spouse, Prof-specialty,, White,,0.0,0.0,50.0, United-States, >50K
27.0, Private,, Bachelors,, Never-married,, Not-in-family, White, Male,0.0,0.0,, United-States, <=50K
22.0, ?,, Bachelors,, Never-married,, Own-child, Asian-Pac-Islander,,0.0,0.0,, Taiwan,
33.0, Self-emp-not-inc,, Some-college,, Married-civ-spouse, Craft-repair, Husband, White,,0.0,0.0,, United-States, <=50K
36.0,,,,,,, Not-in-family, White, Male,0.0,0.0,42.0, United-States, >50K
33.0, Local-gov,256529.0, HS-grad,,,, Own-child, White, Female,0.0,0.0,80.0, United-States, <=50K
,,101096.0, Doctorate,,,, Not-in-family, White, Female,0.0,0.0,65.0, United-States, <=50K
, Private,52498.0, HS-grad,9.0,,,, White, Female,0.0,0.0,, United-States, <=50K
34.0, Self-emp-not-inc,, Some-college,10.0, Married-civ-spouse, Farming-fishing,, White, Male,0.0,0.0,50.0, United-States, <=50K
39.0,,, Some-college,10.0, Married-civ-spouse, Transport-moving,, White, Male,0.0,0.0,, United-States, <=50K
48.0,,122066.0, HS-grad,9.0,, Adm-clerical, Husband, White,,0.0,0.0,35.0, United-States, <=50K
57.0,,167864.0, Assoc-voc,,, Prof-specialty,, White, Female,0.0,0.0,40.0, United-States, <=50K
59.0, Private,380357.0,,13.0, Divorced, Exec-managerial, Not-in-family, White,,0.0,0.0,, United-States, <=50K
19.0, Private,188669.0,,, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States, <=50K
64.0, Private,105748.0, HS-grad,, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,, United-States, <=50K
48.0, Private,330470.0,,10.0,, Handlers-cleaners, Husband, White, Male,0.0,0.0,, United-States, <=50K
48.0, Private,131309.0, Masters,14.0,,,, White,,0.0,0.0,, United-States, >50K
28.0, Private,, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,, United-States, <=50K
, Private,156771.0,,6.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
, Private,, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty,, White, Male,0.0,0.0,40.0, United-States, <=50K
