age,workclass,observation-weight,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
30.0,2.0,202450.0,,9.0,1.0,6.0,1.0,0.0,0.0,,,65.0,0.0,1.0
40.0,,,,6.0,2.0,,0.0,0.0,0.0,0.0,,,,0.0
23.0,2.0,,0.0,13.0,,5.0,0.0,1.0,,,,15.0,0.0,0.0
47.0,,,1.0,9.0,,0.0,2.0,,1.0,0.0,0.0,40.0,0.0,1.0
43.0,,191814.0,6.0,12.0,,,1.0,0.0,,,0.0,50.0,0.0,1.0
58.0,,,,10.0,1.0,5.0,1.0,0.0,0.0,,,40.0,,
48.0,1.0,191277.0,8.0,,1.0,3.0,1.0,0.0,0.0,0.0,,60.0,0.0,1.0
37.0,2.0,,10.0,15.0,,,1.0,0.0,0.0,0.0,0.0,60.0,0.0,
52.0,2.0,,1.0,,1.0,5.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0
18.0,,218889.0,,5.0,,4.0,3.0,1.0,,0.0,,35.0,,
24.0,,376393.0,9.0,11.0,0.0,5.0,0.0,0.0,,0.0,0.0,40.0,0.0,
38.0,2.0,255941.0,3.0,14.0,0.0,1.0,0.0,0.0,,10520.0,0.0,50.0,,1.0
56.0,2.0,208431.0,5.0,,,,0.0,1.0,1.0,0.0,,32.0,0.0,0.0
36.0,2.0,146412.0,5.0,10.0,2.0,0.0,4.0,0.0,1.0,0.0,,40.0,,
,,181920.0,0.0,13.0,1.0,3.0,2.0,0.0,1.0,0.0,,45.0,0.0,1.0
59.0,,100453.0,7.0,,4.0,4.0,3.0,1.0,1.0,0.0,0.0,38.0,,0.0
64.0,4.0,202984.0,1.0,,1.0,10.0,1.0,0.0,,3137.0,0.0,40.0,0.0,
41.0,2.0,287037.0,,,,,,0.0,0.0,0.0,0.0,40.0,,0.0
26.0,1.0,117125.0,,5.0,1.0,10.0,,,0.0,0.0,0.0,40.0,20.0,
22.0,2.0,35663.0,1.0,9.0,0.0,4.0,0.0,0.0,1.0,,,40.0,0.0,0.0
64.0,1.0,,7.0,4.0,1.0,10.0,,0.0,,,0.0,20.0,0.0,0.0
37.0,1.0,,1.0,9.0,1.0,,1.0,,0.0,0.0,0.0,45.0,1.0,
22.0,,200374.0,1.0,9.0,0.0,8.0,5.0,0.0,0.0,,0.0,35.0,0.0,0.0
36.0,4.0,,,,1.0,3.0,,0.0,0.0,0.0,,,0.0,
,2.0,214689.0,0.0,13.0,,,5.0,0.0,,0.0,,25.0,,0.0
47.0,,125120.0,0.0,13.0,2.0,,,0.0,,0.0,0.0,,0.0,0.0
40.0,2.0,26892.0,0.0,,1.0,0.0,1.0,0.0,,0.0,,40.0,0.0,1.0
51.0,2.0,173291.0,1.0,9.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0
39.0,2.0,61178.0,0.0,,2.0,0.0,4.0,,,0.0,0.0,40.0,,0.0
,2.0,234743.0,5.0,10.0,,1.0,,0.0,0.0,,0.0,24.0,0.0,0.0
39.0,2.0,,1.0,9.0,1.0,,,,0.0,0.0,0.0,40.0,0.0,0.0
29.0,1.0,33798.0,,9.0,1.0,6.0,,,0.0,0.0,0.0,,0.0,0.0
,0.0,,3.0,,1.0,,1.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0
37.0,1.0,,,,,,1.0,,0.0,0.0,1902.0,,0.0,1.0
49.0,2.0,157272.0,1.0,9.0,4.0,5.0,4.0,,0.0,0.0,,,0.0,0.0
42.0,4.0,,0.0,,,,4.0,0.0,0.0,0.0,,40.0,0.0,
38.0,1.0,280169.0,,13.0,1.0,,1.0,0.0,0.0,7298.0,0.0,50.0,0.0,1.0
60.0,,320376.0,7.0,4.0,1.0,,2.0,,1.0,,,40.0,0.0,
35.0,1.0,185621.0,,13.0,0.0,3.0,3.0,0.0,,0.0,0.0,40.0,0.0,0.0
47.0,,,5.0,10.0,,0.0,4.0,0.0,1.0,,0.0,,,
,2.0,376072.0,1.0,9.0,,6.0,1.0,0.0,0.0,0.0,0.0,,,0.0
37.0,2.0,191754.0,0.0,13.0,1.0,,,0.0,0.0,0.0,,50.0,0.0,1.0
41.0,1.0,66632.0,5.0,10.0,2.0,10.0,,,0.0,0.0,,40.0,,
42.0,,137232.0,1.0,,2.0,11.0,4.0,0.0,,,0.0,50.0,,0.0
50.0,2.0,99392.0,,10.0,2.0,10.0,0.0,1.0,1.0,0.0,,,0.0,
36.0,,,1.0,,,,,0.0,0.0,,,50.0,0.0,1.0
52.0,5.0,,10.0,15.0,1.0,5.0,1.0,,0.0,0.0,0.0,,,1.0
19.0,2.0,217039.0,5.0,,,0.0,3.0,0.0,0.0,0.0,,,0.0,
48.0,2.0,140782.0,3.0,14.0,1.0,1.0,2.0,,,,1902.0,,0.0,1.0
40.0,2.0,279679.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0
51.0,2.0,,,,1.0,,1.0,,0.0,,,40.0,0.0,0.0
31.0,2.0,101761.0,1.0,,1.0,10.0,1.0,0.0,,0.0,0.0,,,0.0
41.0,4.0,,,10.0,2.0,,,0.0,,,0.0,25.0,0.0,0.0
,,133766.0,,9.0,1.0,,1.0,0.0,0.0,0.0,0.0,70.0,0.0,
80.0,1.0,34340.0,7.0,4.0,6.0,7.0,,0.0,0.0,0.0,0.0,,0.0,
33.0,2.0,,0.0,13.0,1.0,5.0,2.0,,1.0,0.0,0.0,45.0,0.0,1.0
41.0,2.0,327723.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
68.0,,182131.0,,10.0,1.0,,1.0,,0.0,10605.0,0.0,,0.0,1.0
29.0,2.0,389713.0,9.0,11.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,,,1.0
26.0,2.0,,2.0,7.0,,8.0,4.0,0.0,0.0,6497.0,0.0,48.0,0.0,0.0
,1.0,362062.0,,,1.0,3.0,,,0.0,99999.0,,,0.0,
,2.0,186934.0,1.0,,1.0,,,0.0,0.0,0.0,,,,
56.0,,184553.0,12.0,6.0,,10.0,,0.0,,0.0,0.0,56.0,0.0,0.0
34.0,,72793.0,,13.0,0.0,4.0,0.0,,1.0,0.0,,15.0,0.0,0.0
30.0,2.0,101266.0,,9.0,,11.0,1.0,0.0,0.0,0.0,,40.0,0.0,
,2.0,,1.0,9.0,,11.0,0.0,0.0,,0.0,,81.0,,0.0
,,,5.0,,0.0,,3.0,,1.0,0.0,0.0,20.0,0.0,
